dtime,gen_fv,gen_wi,period,gen_jga,gen_jgo,ogr_mwe,dtime_utc,rez_under,period_utc,kse_pow_dem,capacity_jga,capacity_jgo,business_date,gen_jgm_zak_1,gen_jgm_zak_2,gen_jgw_zak_1,gen_jgw_zak_2,gen_jgz_zak_1,gen_jgz_zak_2,gen_jgz_zak_3,publication_ts,rez_over_demand,tot_jgm_char_pow,capacity_jgm_zak_1,capacity_jgm_zak_2,capacity_jgw_zak_1,capacity_jgw_zak_2,capacity_jgz_zak_1,capacity_jgz_zak_2,capacity_jgz_zak_3,gen_not_activ_part,publication_ts_utc,gen_jgw_jgm_jgz_jga,capacity_jgw_jgm_jgz_jga,dom_balance_exchange_par,dom_balance_exchange_non_par,suma_oze
2025-08-10 00:15:00,0.0,1585.0,00:00 - 00:15,,,10161.0,2025-08-09 22:15:00,1987.0,22:00 - 22:15,13050.0,,,2025-08-10,0.0,,7437.0,,,,,2025-08-10 10:20:16.039,3569.0,,0.0,,16178.0,,,,,3788.0,2025-08-10 08:20:16.039,7437.0,16178.0,1289.0,525.0,1585.0
2025-08-10 00:30:00,0.0,1653.0,00:15 - 00:30,,,9783.0,2025-08-09 22:30:00,1787.0,22:15 - 22:30,12800.0,,,2025-08-10,0.0,,7237.0,,,,,2025-08-10 10:20:16.039,3732.0,,0.0,,16555.0,,,,,3855.0,2025-08-10 08:20:16.039,7237.0,16555.0,1312.0,525.0,1653.0
2025-08-10 00:45:00,0.0,1662.0,00:30 - 00:45,,,9391.0,2025-08-09 22:45:00,1807.0,22:30 - 22:45,12700.0,,,2025-08-10,0.0,,7257.0,,,,,2025-08-10 10:20:16.039,3712.0,,0.0,,16947.0,,,,,3859.0,2025-08-10 08:20:16.039,7257.0,16947.0,1054.0,525.0,1662.0
2025-08-10 01:00:00,0.0,1841.0,00:45 - 01:00,,,9146.0,2025-08-09 23:00:00,1481.0,22:45 - 23:00,12550.0,,,2025-08-10,0.0,,6931.0,,,,,2025-08-10 10:20:16.039,4038.0,,0.0,,17193.0,,,,,4038.0,2025-08-10 08:20:16.039,6931.0,17193.0,1065.0,525.0,1841.0
2025-08-10 01:15:00,0.0,1821.0,01:00 - 01:15,,,8831.0,2025-08-09 23:15:00,1540.0,23:00 - 23:15,12500.0,,,2025-08-10,0.0,,6990.0,,,,,2025-08-10 10:20:16.039,3986.0,,0.0,,17508.0,,,,,3952.0,2025-08-10 08:20:16.039,6990.0,17508.0,1047.0,525.0,1821.0
2025-08-10 01:30:00,0.0,1933.0,01:15 - 01:30,,,8506.0,2025-08-09 23:30:00,1399.0,23:15 - 23:30,12400.0,,,2025-08-10,0.0,,6849.0,,,,,2025-08-10 10:20:16.039,4127.0,,0.0,,17832.0,,,,,4065.0,2025-08-10 08:20:16.039,6849.0,17832.0,1018.0,525.0,1933.0
2025-08-10 01:45:00,0.0,1899.0,01:30 - 01:45,,,8238.0,2025-08-09 23:45:00,1298.0,23:30 - 23:45,12200.0,,,2025-08-10,0.0,,6748.0,,,,,2025-08-10 10:20:16.039,4258.0,,0.0,,18101.0,,,,,4031.0,2025-08-10 08:20:16.039,6748.0,18101.0,904.0,525.0,1899.0
2025-08-10 02:00:00,0.0,2030.0,01:45 - 02:00,,,8083.0,2025-08-10 00:00:00,1153.0,23:45 - 24:00,12050.0,,,2025-08-10,0.0,,6603.0,,,,,2025-08-10 10:20:16.039,4433.0,,0.0,,18256.0,,,,,4162.0,2025-08-10 08:20:16.039,6603.0,18256.0,889.0,525.0,2030.0
2025-08-10 02:15:00,0.0,1983.0,02:00 - 02:15,,,8013.0,2025-08-10 00:15:00,1444.0,00:00 - 00:15,12100.0,,,2025-08-10,0.0,,6894.0,,,,,2025-08-10 10:20:16.039,4163.0,,0.0,,18326.0,,,,,4075.0,2025-08-10 08:20:16.039,6894.0,18326.0,631.0,525.0,1983.0
2025-08-10 02:30:00,0.0,2014.0,02:15 - 02:30,,,7944.0,2025-08-10 00:30:00,1425.0,00:15 - 00:30,12050.0,,,2025-08-10,0.0,,6875.0,,,,,2025-08-10 10:20:16.039,4182.0,,0.0,,18394.0,,,,,4106.0,2025-08-10 08:20:16.039,6875.0,18394.0,580.0,525.0,2014.0
